phi_1,phi_2,dist,delfi2,dpmfi1,dpmfi2,dvel,v_err,feh,feh_err,Source
-2.7371626776432234,3.0009554316402878,9.61769684112795,3.956278965004455,-1.8951336168310584,1.0687117755369202,-17.65684542418626,2.280023683118693,-2.204943285995639,0.0651452579258204,DESI
-3.561989311811036,4.792662848826019,9.534486463057103,5.674953576181864,-0.5683692410398828,-1.6195056821036424,25.92489734997281,8.61171217107867,-1.630865821702006,0.2205401316190896,DESI
-4.938735518765154,-0.6695149460665776,9.400400676368523,0.0924279006962192,-0.1295295879915716,0.2019893043620042,1.2841187371973888,3.3395064700437875,-2.322876614814526,0.1394649889124452,DESI
-4.59577459450761,-1.1635238886659205,9.433249315014704,-0.371819601058485,0.1934704689446631,0.0441477037062828,-3.8939083769452623,3.315066522801521,-2.5134912164039425,,DESI
-5.225428717494609,-1.073064411791673,9.373219361349726,-0.3358723125869997,-0.7321039744056232,0.0332430022992166,6.932306576552463,3.472961846911671,-2.9999999860504944,0.0979752033358234,DESI
-5.862693566908828,-0.73264529333567,9.313698160166387,-0.0500107717424731,-0.3705625132249226,0.0014140434523815,-18.75984408227255,3.3529914344830734,-2.9933213840420603,0.1474464757774923,DESI
-6.080970755314071,-0.7129651496838588,9.293592993157734,-0.0488604616065083,-0.2488120111824336,0.0702348674440286,-6.785076670227738,3.317339625498787,-2.7500001516594152,0.0804945709479817,DESI
-7.116514570661874,-0.4699269573876981,9.200143383190884,0.1074995434807888,0.1535229159732241,0.3415554561119864,-7.714841094802637,11.441147988095343,-2.750000012913812,0.1865376924898574,DESI
-7.558002554824825,-0.1702168564812724,9.161260485954672,0.3709352219676027,-1.634278504814814,-0.0701555785192481,-3.748553748842852,2.999217549550059,-2.880311992754977,0.0853722619092664,DESI
-7.264990446783314,-1.8068997624977772,9.187003439720204,-1.2417208319978648,-0.0059271901620876,0.0266329851549557,-1.4012836756035227,2.024383344291611,-2.54245613856117,,DESI
-7.653727614117896,-0.6278512601269709,9.15290437405465,-0.0945062534199622,-0.0189567679233837,0.0973051281929536,-6.761396012163473,4.434278318171399,-2.632378150517376,0.1179739050734223,DESI
-8.09710894490428,-0.402368533167521,9.114544603118215,0.0950985304934775,0.5257045240488765,0.3245231530582981,9.149034095774963,9.848358301820554,-2.999999934983058,0.2166615560023856,DESI
-8.234587886230292,-0.4121203363605301,9.102764826476143,0.0743196345815842,-0.0514857130723624,-0.0185503939087667,-3.97448376854895,3.775124158443773,-2.81185786470851,,DESI
-7.999221469087038,-0.6755165568164476,9.12296493728396,-0.1701694161768897,0.0961225787962334,0.2111970269032131,-5.643875359766298,5.389488466448229,-3.071259146797847,,DESI
-8.132872489209072,1.2239954520633265,9.1114750388213,1.7185894051198751,0.8306452397303667,0.2325416796605332,-2.7832377488377915,2.4717955248149117,-2.209624784716672,,DESI
-10.398800592901589,1.9608289953957496,8.92431622889105,2.2805250027922823,-0.5088999925124433,0.2716316189810578,-2.3206115108019247,5.202980348970904,-2.3534364231913747,0.1534542948902696,DESI
-10.406618988793502,1.1579449325024898,8.923694989921607,1.4770640839569888,-1.250790475355399,-0.0678813401697817,1.2896650253191524,3.413755564495998,-2.47938924536956,0.1341361851369751,DESI
-8.794248451877719,-0.5371335383661012,9.055364890324126,-0.0950821695747526,-0.1007637772576997,0.2626626793037059,-8.623137445634299,4.6476491547788426,-2.085869862011157,0.1309608664217789,DESI
-8.976884357934127,-0.3018483369346148,9.040087978747907,0.1258984045841221,-0.0445616693193695,0.1532601884450531,7.848735089862572,2.904611801666475,-2.8425056945053915,0.0752160534151841,DESI
-9.193809121133445,-0.4239983702009993,9.022064314065462,-0.0131216180232169,0.1252072206569794,0.041426619728192,-3.053880136293458,1.6670636367531944,-2.687531295578732,0.0757775243191407,DESI
-9.293051928643903,-0.4688523167453619,9.01386229396327,-0.0656491606463583,-0.0157565705421998,0.030527824089071,5.365105400520235,2.5287586482802324,-2.500000405521676,0.0708884269680676,DESI
-10.047709266673763,-0.4401921282765835,8.952384916145967,-0.0943898663033617,-1.1839813796338303,0.006216323824315,2.6824202387360714,3.286949153476967,-2.8572666931214297,0.1171180262031961,DESI
-10.147359747139676,-0.3438739557976976,8.944384004661199,-0.0055212692860597,-0.002148022600684,0.0559285391791489,-14.068328452944243,2.4384458263847177,-2.5492344855156923,0.0739407591789554,DESI
-8.512135367302323,-2.4585111335278667,9.079147339861464,-1.994186836619689,-0.6324568565236133,0.0734720861032341,-4.75585504974751,4.736010096709163,-2.408994198312374,0.1565600083129392,DESI
-10.0861746948272,-1.2809766712560764,8.949293320984006,-0.938053670381262,0.3965450771663548,0.0686081490582891,0.18066046047457,1.813600792317793,-2.249999999900321,0.0478095152482626,DESI
-10.840715019802746,-0.3625876773667073,8.889461815190504,-0.0751808507339467,-0.0186774076613689,0.1529825156482296,-0.2456095628270134,1.7062539176211902,-2.885578198462774,0.0374493980955187,DESI
-10.868617124505572,-0.543788362131744,8.88727880965864,-0.2583983099720831,-1.306659322482668,0.0393672933229509,-4.136607315124095,1.9752149796799896,-2.5000021579409832,0.0522960136286156,DESI
-10.965228623908176,-0.3559879573474142,8.879736267379728,-0.0775605103492852,-0.1238105161590086,-0.1665183025714137,-1.5014371299775178,4.8198039246469255,-1.9999999943808768,0.1238288684668802,DESI
-11.382500825301603,-0.4304145365154311,8.847446227001628,-0.1816870379089595,-1.5237948378926154,-0.1654939830500489,-0.9240646923931876,4.74482128969438,-2.5000000074711832,0.1094665645925688,DESI
-11.62811211222606,-0.2039005478321957,8.828656465141913,0.0276345880399914,0.0502715222045599,0.1088622196284531,1.49480168166167,2.095843979725652,-2.8330942186952712,0.0510556506617389,DESI
-11.654739801410944,-0.3097719364764913,8.826628985924271,-0.0800875303072732,0.3602236503785363,0.0826313263493497,0.0670251842491609,2.766814835250469,-2.0847075630937644,0.0714206968656489,DESI
-11.707888066852709,-0.3798708369872944,8.822587781031254,-0.1538726702124326,0.2408260500054257,0.1210694336265176,-0.0188698311752801,2.770673402143463,-2.749997661963927,0.0645007536257303,DESI
-16.114595043365252,3.0723044160918818,8.512663421620772,3.033608467000491,-1.9235701292079208,-0.0411018210500911,8.432983101163401,6.79735286878583,-2.2499999780574216,0.1687711282488478,DESI
-11.786093756564664,0.1015451755839562,8.816654845787813,0.3221381068619265,-0.1607879436679331,0.2851491950482699,-4.727153238570296,4.808441259582671,-2.9370230185153035,0.1706274739001805,DESI
-11.831043093329775,-0.2370437771218409,8.81325213547156,-0.0195472931803717,0.0720002478520536,-0.0036054697958243,-0.906524736099712,1.409377712764858,-2.500000081665209,0.0363770817000966,DESI
-12.137628003470605,-0.2510257212530343,8.790184859094278,-0.0544468861510777,-0.0641913759746817,0.2667259747239721,2.9210772986460114,2.701146263470355,-2.437818164298112,0.0939856127945987,DESI
-12.594152485369747,-0.140814097332983,8.756291015639462,0.0252863453533855,-0.0429337404957612,0.1047623919228011,0.451567489479558,2.5409298674919567,-2.5800836394765865,0.0911251472083451,DESI
-12.721531903836665,-0.1750226078884239,8.746930444364725,-0.0172796620796366,-0.0486034538414319,0.0321667211828575,-1.0268253835657075,2.052891411247049,-2.642908772833424,0.0558435945336316,DESI
-12.825212886549648,-0.1572214710965262,8.739342296992794,-0.0062330136532955,0.0364874691313081,0.0148079682478509,4.218723329038298,2.820078425898193,-2.894507706865836,0.0888694874903567,DESI
-13.05845930373122,-0.123537953550134,8.722372706011077,0.0124151500392095,0.0820998309377225,0.2144296601470841,-3.363460307168509,3.6632162490579794,-2.642293328376625,0.2037528652115762,DESI
-13.255495723489268,-0.064208710281911,8.708146217569617,0.0592182165084409,0.0442642893197948,0.1782871259820487,-2.586390655758791,1.6215569225921804,-2.5187170487947648,0.0565238158699748,DESI
-13.456158175864845,-0.1526242654404311,8.6937597723407,-0.0417864741818161,0.1073400647107121,0.1005923929662516,2.470574707650556,2.172797856149246,-2.4619805011383518,0.0682282037670963,DESI
-13.850443834342371,-0.0267635108973653,8.665789302895236,0.0598405048863697,0.2013263864788825,0.096798267493623,-3.148335112651182,7.769787812753234,-2.3543943039437134,0.2535042964186305,DESI
-13.766237714541674,-0.1941273276745945,8.671729827819197,-0.1024045097872037,-0.0133432356078468,0.1093066557533164,-2.173967897949993,5.826653330998441,-2.250000008845817,0.1459575224420947,DESI
-13.98022054601054,-0.1298883401408856,8.656668885898574,-0.0511121861968904,-0.0611714271074372,-0.0111061957178621,1.1281617271343976,2.6784022027204784,-3.000000078613962,0.068345106572171,DESI
-14.17946365746658,-0.1072346356572333,8.642748903625925,-0.0403306023480673,0.1457461123291157,0.0796693011733401,-0.7585087422946941,1.3100897380214291,-2.4999999792075736,0.0341952143637819,DESI
-14.284898492390957,-0.1371696271804394,8.635423018876642,-0.076475817638575,0.0559399128340887,0.1462932216862671,5.263578373084286,1.499877685182665,-1.823840909096823,,DESI
-14.506908943765222,-0.0026398356902794,8.62008791112819,0.0451429032690017,-0.0097288211863313,0.2306423530858888,-3.166441003585461,2.243955659332594,-2.456112378015725,0.0591889916227243,DESI
-14.505591764813014,-0.059579124068724,8.620178531611447,-0.0117204516400034,-0.2005110586967724,-0.0133522755258563,-14.484718480978133,4.918269932879013,-2.6948673669795804,,DESI
-14.603938741163214,0.039133980080605,8.613424226713274,0.0813451686408244,0.6842583489602809,0.3894305945069878,-7.537978603787138,9.506924840366914,-2.5000000856551257,0.2111250784071646,DESI
-14.25473330646339,-0.7808398451519983,8.637516134589102,-0.7183744138560495,0.8756974304414129,0.472529250539428,-12.179318987305749,4.26026561134556,-2.0667310895481346,0.1023897108028699,DESI
-14.4228661201054,-0.2055556328367093,8.625878618097644,-0.1529119309153789,-1.7033991463493434,-0.0458513862581127,12.081876493128462,3.943524493838989,-2.241907251991884,0.0937686951974424,DESI
-14.891191039766104,-0.1185413569831648,8.593833531523092,-0.0925667340489877,-0.1155271174969776,0.0587107139715719,-3.1662854986910105,0.8554611602177713,-2.4855119257160805,0.0229986133362646,DESI
-14.907574842989478,-0.210465422022843,8.592722301251792,-0.1854051453971186,-0.1358072865982045,0.2654019545455692,5.857705316465442,3.011737720811098,-2.9523723511101307,0.0674392546413836,DESI
-14.819986673205594,-0.412356567597584,8.598670661553228,-0.3823933988388955,0.476212049954654,0.2337308232489922,-17.15651212944519,1.079978352532031,-1.7191083994598446,0.0414813475354891,DESI
-15.506405781635124,1.7582608218859028,8.552559333778252,1.7507885332762898,0.0844821019754116,-0.026455005085918,-1.7005182652232378,3.276840643653496,-2.8086777404014382,,DESI
-15.281185351928867,1.0274328089928113,8.567561507935379,1.03199161837346,-1.831135948048619,-0.0303461304608614,8.993586457176903,1.8770440763147904,-2.511867127447468,,DESI
-15.416208129785502,0.6761045342301022,8.558552620881116,0.673420603767212,-0.0989809550691154,0.2032356858452129,-2.6746379326244067,1.488824327538261,-2.6562732989968336,0.0393221566072849,DESI
-15.225482576914976,0.1532440043813623,8.571291066611737,0.1608167017586039,0.2014577080388111,0.3091810758701611,1.8584991996494156,1.6571078390560972,-2.742882651413617,0.0402659207924324,DESI
-15.590099852736133,-0.0726066675363336,8.547015923926862,-0.0844860401793283,0.1879003613270047,0.1039439818444016,-3.2978965484944496,2.4942868819759307,-2.143812298986857,0.0642585811524651,DESI
-16.014876537838255,1.3343956732971756,8.519143398166708,1.3006905005801488,0.417151868354396,0.2013695076865773,-9.954886231255216,2.943739148243663,-2.319538904632884,0.0827581518494126,DESI
-12.964005407038096,-1.8696260513949656,8.729227757439874,-1.7276111849548783,0.436636008088076,0.053473321378893,-7.356674834149175,6.09313920193152,-2.1081342744596783,0.217245211375899,DESI
-13.037501341606646,-2.0251402430345604,8.723891767727615,-1.88784529468817,-0.0943452169274499,-0.0143545094178917,3.024705266709006,1.673103778408455,-2.5008570357970843,0.0443117870326948,DESI
-14.051498119749466,-2.550902303492159,8.651677681552446,-2.476393691929829,0.5071808507754039,-1.8638990135103084,24.623405355906183,1.9866317348254057,-2.4594149212460668,,DESI
-15.64363681093329,-0.1018992722201966,8.543478887849083,-0.1165794695318577,0.0333209282184716,0.1291032189251153,-2.419108281674596,1.779798285293045,-2.499999932447757,0.047362838023327,DESI
-15.693792323675533,-0.1098205695587647,8.540171575997034,-0.1271116985142197,0.1392577060284656,0.1810147925200726,-1.0181504373898775,1.7989432277091448,-2.978335168340237,0.0471629397220976,DESI
-15.409737395811304,-0.7335958264459685,8.558983339619902,-0.735934700830752,0.5702283413357261,0.1689297258940588,0.7649992978974751,0.9415295798887572,-2.4546909819820897,0.024844526026796,DESI
-15.75871372083614,-0.05271741265254,8.535899655820847,-0.0733694060357138,0.05338999398269,0.1647878030309802,1.4175290721448306,4.557227340549639,-2.364411516590273,0.1486738865575127,DESI
-15.960278169680084,0.0832425937403207,8.522701509790148,0.0522915850185285,0.6014739031853962,0.1164022063125427,-3.625706238732576,4.449214376860699,-2.40765904159413,,DESI
-16.380175217453747,0.0757982602354357,8.495522007523483,0.0240612438177133,0.238275605919731,-0.0135239309940859,8.216062845542126,4.038953560543884,-2.3261714984628328,0.1584976174720957,DESI
-16.20855310655718,-0.3261100167840162,8.506579688303791,-0.3694615591278549,-0.0948555133959319,0.1728151045489219,2.1480550903558537,3.004516919612116,-1.600857868426727,0.0975497907160739,DESI
-15.693750899825533,-1.2249247961735283,8.540174305011465,-1.24221377393622,0.8742986253045215,0.2390508124408082,-1.382165602972222,3.26574725428281,-2.999999971205847,0.091727398783339,DESI
-15.783867830924333,-1.1750333290539494,8.534247228098124,-1.1969818073659264,0.8260817536115468,0.3106929315266899,1.1824015522823714,3.120966558435451,-2.696514735701866,0.0809087027280221,DESI
-16.585720520792194,0.1870407893462006,8.482371490523162,0.1254641367329673,-0.3654043356826921,0.150945030295378,-0.0479302760346058,2.63852591751767,-2.5000003508686204,0.073557052292941,DESI
-16.950772211362466,0.0984140216036571,8.459264231642004,0.0199169316216322,-0.0447067099352,0.2014931872327678,13.534644902516971,8.616211922163343,-2.499999844437922,0.1778403320249239,DESI
-16.96815173722591,0.1066938860208689,8.458172023727249,0.0274091649378994,-0.0535800313125927,-0.0422894971250224,-0.8428227685814278,1.4090077055968613,-2.723526754198593,,DESI
-17.31887980403576,0.2159223011096661,8.436283256702842,0.1210961951552541,-0.1264709070388638,0.2007604385285086,-5.90684685286638,2.9434585604430863,-2.3404167267750027,0.0741459454759343,DESI
-16.90867192538303,-0.1749992347542859,8.461912970831218,-0.2515815636720818,0.0962486867898908,0.0317902351462041,25.2313943583802,7.488462401587782,-2.925200625063336,,DESI
-16.90710903696419,-0.1955931934089096,8.462011380832585,-0.2721042556529506,0.211909101789752,0.1114117007826362,0.3904702394011821,1.661578261365278,-2.25000082793174,0.0445915073475793,DESI
-16.980845551947525,-0.0472507360675965,8.45737473917312,-0.1271096963943961,0.0650886367799268,0.1162510923638256,4.901789271944338,3.014234372769228,-2.750000314814737,0.0922430909523439,DESI
-17.03916390662151,-0.1308860774976221,8.453716729207818,-0.2133719478410945,0.1406002523769975,0.0390127822252529,4.712661095992047,3.4104841989182133,-2.500000091829687,0.0887475435078113,DESI
-17.158049113969803,-0.0953514272790101,8.44628457763087,-0.1831347987061184,-0.0936521141590605,0.0305510295345112,4.380868674882194,5.316560098138583,-2.9999999384713547,0.1804377268789564,DESI
-16.68266742965831,-0.9477155767145092,8.476203969019934,-1.0138554766705896,0.8578918500655499,0.1351601027882514,-2.911367096450704,0.8914539362984957,-3.002477034379958,0.0233522449243377,DESI
-16.828506846142314,-0.9690833280734064,8.466968180030426,-1.0419931411264427,-0.5898683129214026,-0.1572761224120833,2.3133345167638595,2.732045249614107,-2.176346769576321,0.0868721591095631,DESI
-16.200411104521766,-2.1439898820799805,8.507106038095388,-2.186939797972721,0.3304818203648203,0.2119226559053014,7.236333550454489,1.98203657133184,-2.1417287942066405,0.0473324408272953,DESI
-16.747183959692165,-3.1380639431390214,8.472111995526378,-3.207212798404334,-1.8185137953543649,0.425456880504821,-4.656970626014385,1.9885348059635444,-3.149108854750894,0.0586692511503044,DESI
-17.59400753747369,-1.829426543965728,8.419315315513671,-1.9359665144230724,0.4036743010586407,0.0417336314764552,-7.014952506709904,3.6546999232859743,-2.5000001411564567,0.0924828297709483,DESI
-18.473026136162098,-1.511861922461022,8.366286231579686,-1.6529285951555777,0.5135318909351057,-0.1088379846548091,-0.0006985546357753,3.4605970187238104,-2.392636072053678,0.1265629121985845,DESI
-17.985024192075475,-1.9957284532106312,8.39550472435733,-2.118179282141382,0.818163164873055,0.2566905948723277,0.3785572701609254,2.3327392633551893,-2.4320165779982594,0.0586572027365134,DESI
-18.225995969194088,-0.2465526670342671,8.38100802404233,-0.3783702309608758,0.1061920019098696,0.0345405224804835,-3.612334283165652,3.000448385901627,-2.749998946514676,0.0773221015793333,DESI
-19.03828639289725,0.1867131818931545,8.333126864524603,0.0258543437195673,0.0334390820327596,0.0693636973603455,1.7313236567455874,14.912770729767333,-2.4263304582020244,0.4426928663845106,DESI
-18.81467418773507,-0.0701546986390624,8.346157002104967,-0.2234146818632184,0.1395085685855797,0.1429150183050062,19.43211248592074,11.209143169993196,-2.6016562573442763,0.3079635844538734,DESI
-20.48061887245117,0.1773870913201836,8.251796865896994,-0.0249731651846617,0.0452963426903032,0.0910901564431062,-1.7391095310751297,0.4658546937679483,-2.4937549832931745,0.0128172336002879,DESI
-21.11292295169878,2.0946705006287725,8.217605235956656,1.8782406373527007,-1.2630684744821077,-0.044854335928425,10.238738170489071,0.6990156281088916,-2.4643185978108777,0.0180504218103573,DESI
-22.493134800703764,0.0987562940105725,8.146005681400002,-0.1402147345641511,-0.1256193826389067,-0.1724281308373716,0.533417748116392,3.877624692077105,-2.64731811894466,0.0881040546295457,DESI
-22.68974267677378,0.1805741985809176,8.136140967462412,-0.0607433861983055,-0.0228138759409555,0.1609988992394829,-5.031064193638628,4.239201301956522,-3.000000027774933,0.1186291812943962,DESI
-23.343272420812188,0.8879923349893372,8.10394237119158,0.6403378659779017,0.3476178837598018,0.2555440739357464,-0.4879632230737201,2.426835610552149,-2.250000165421463,0.0565581231172273,DESI
-23.30097013427947,0.4879379334619796,8.105999125037194,0.240627001307554,0.3099837059726162,0.3917853984139038,-14.675788879822449,6.866587438928558,-3.017131705723104,,DESI
-23.6012027099014,0.5241267908143796,8.091483434297245,0.274572367936486,0.6719883181921658,0.094795468698847,-0.9308057281467796,2.587849768537334,-2.492698665824349,0.0793066199712416,DESI
-23.691838428982837,0.3623687518338432,8.08713868616707,0.1122252660335853,0.0859027339454083,0.1767406301944992,0.4295636986472999,2.9042245583303026,-2.499999899367181,0.0749750512993062,DESI
-23.859016100813843,0.7229829571269409,8.079170063470754,0.4718585976238531,-0.0504942220565975,0.1883434254295349,3.7024613350932754,2.5516648777456474,-2.2499999369805077,0.0595995275027461,DESI
-24.40260274410899,0.2310321772377078,8.053663752402562,-0.022355924213965,-0.0881955839367583,-0.068507103766133,-0.331652065658389,13.583318387261674,-3.629744203082674,0.4311042355341039,DESI
-24.391087239019672,0.0994290229383794,8.054197701797756,-0.153925504313829,0.1780971004056173,0.054686987005204,-7.336632492091169,2.861765016384329,-1.7984232285020292,0.0959581779561299,DESI
-24.058963972495118,-0.2255656812500103,8.069716340411187,-0.4776855749432586,-0.0073355815478244,0.2548242313684928,10.835592954895487,2.575605034669485,-2.1315337587582537,0.0769967883154171,DESI
-24.546657856751747,-0.0819629616556618,8.047007490353138,-0.335719531052885,-0.2393686925988127,-0.5067615657488267,-18.030022103909488,4.555080520672397,-2.5129948221700174,,DESI
-24.80665090592784,0.1451998299801511,8.03510298052498,-0.1089832202905214,0.3018558031069673,-0.1731481902836095,-3.18258053832372,4.98727103653744,-1.989225907113044,,DESI
-24.89246961883373,0.1098295573860935,8.031204194743962,-0.1444278866997723,-0.0526108973671846,0.4066275197949103,2.601123541841929,2.718781703018509,-2.4192152973728263,0.0728423269794767,DESI
-25.118263572197733,0.1495546853894534,8.021018751339026,-0.1047439068993342,0.2698970122394541,0.2091970973299586,0.055517820139002,2.617333583780373,-2.750000014938052,0.0599023757004992,DESI
-24.97773914646379,-0.1216817150511892,8.02734539889405,-0.3759808825132496,0.0174123914663564,-0.0324496802703991,0.7226950883734844,4.047731413013131,-3.0706176857304883,,DESI
-25.40327162207003,-0.4084342347989657,8.008311711986998,-0.6624709364875822,-0.2136817157625881,-0.3372681369497485,3.949236865988354,2.741440347136982,-2.692720783261501,,DESI
-25.571705786377912,-0.2126146434708289,8.00088026967526,-0.4663355309856856,1.9956007666863276,-1.5852932386813,-23.824572694711904,0.5616302398563517,-1.1821306154737286,0.0190615635578521,DESI
-29.57450371123228,0.8172817308488811,7.840994290655855,0.601110776233185,-0.0735608041052051,0.4609098745282227,5.647558636184002,2.6982825544900124,-2.3971092539844188,0.0721411344531412,DESI
-31.06303783661396,1.920852213668733,7.789510775410826,1.7301447147595406,0.916890969622716,0.4088491484963785,-1.4248141168462638,2.6952520531753343,-2.6217977665444145,0.0779674456776912,DESI
-29.69156222716572,-0.1223878327211377,7.836791866959725,-0.3367363173314143,-0.0264350254978307,0.0184041095667406,-2.275163100967916,1.394138052436497,-2.3709690822513507,0.0363599377824886,DESI
-29.72721751234695,0.1208500103743398,7.835517079623866,-0.0929367525526624,-0.0256614163495338,0.0687606468400543,-2.2425746872565355,1.3743279629647849,-2.49999998670945,0.0351816423081578,DESI
-30.447494539919795,0.3808767208857181,7.810287399100589,0.1790652505455453,-1.6583229768376908,-0.1602388664522161,11.28188400312532,2.548635532905468,-2.1942759363302424,0.071483184294716,DESI
-31.64459174158529,1.206031193795151,7.770540374398705,1.026458509387417,-0.1827526641092882,-0.0130116005656143,0.6522539608090838,1.436087201300311,-2.4847009677013943,0.0393081667852458,DESI
-31.482772693465645,-0.0500902294627829,7.77575491988658,-0.2328191597919208,-0.1053823613535964,0.2599583635964824,4.495992103456153,2.298661579375184,-2.2126324816863483,0.0683640953943154,DESI
-32.12791243589987,0.3235416842429405,7.75525826671444,0.1536390766228922,-0.0396137982247291,0.5551127300136938,-4.3356241701781855,4.399674309446335,-2.316245734951384,0.2312245313122087,DESI
-79.1931114180771,-2.4200751541005783,8.234043776311038,-0.1552306884334964,0.3569948638474125,0.0248013000544511,2.8130999490910256,2.058677346993708,-1.96343632797458,0.0562499292017797,DESI
-78.91132139537457,-2.455564085594033,8.218900002651258,-0.2132210289615419,0.2615876222562807,-0.1396271618482127,-10.256226177471008,2.8524175613857685,-2.523249009352749,,DESI
-70.23505089944794,-2.1734269032930023,7.834170722773262,-0.6537118059172644,0.6301836912479013,0.1520814198926746,-16.27819316132588,3.429747387341905,-1.8533343819518588,0.1074377929089911,DESI
-68.97112902069549,-1.0140967605102782,7.790645170899832,0.3999665630407132,0.1627331439543997,0.2908291007096015,0.4760808497658999,1.7262048892137425,-2.037765177667485,0.0548879397184305,DESI
